,age,job,marital,education,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,subscription,month_num
244,76,retired,married,primary,3324,0,0,13,aug,227,2,192,1,0,1,8
245,76,retired,married,primary,3324,0,0,11,feb,309,1,90,4,1,1,2
253,76,retired,divorced,primary,802,0,0,9,mar,241,1,181,5,1,1,3
255,76,retired,divorced,primary,2693,0,0,23,apr,109,5,184,2,1,0,4
259,76,housemaid,divorced,primary,1411,0,0,19,oct,233,2,187,3,1,1,10
263,75,retired,married,unknown,7819,0,0,15,feb,261,1,97,4,0,0,2
264,75,retired,married,tertiary,6027,0,0,16,nov,1248,2,94,2,0,1,11
265,75,retired,married,tertiary,6027,0,0,14,may,809,1,179,4,1,1,5
266,75,retired,married,tertiary,4912,0,0,20,oct,238,2,183,5,0,0,10
269,75,retired,married,secondary,3771,0,0,16,oct,186,1,183,1,0,1,10
270,75,retired,married,secondary,3771,0,0,15,apr,185,1,181,2,1,1,4
271,75,retired,married,secondary,324,0,0,12,nov,124,2,91,4,0,0,11
272,75,retired,married,secondary,291,0,0,12,aug,350,1,182,2,1,1,8
273,75,retired,married,secondary,291,0,0,11,feb,515,1,183,1,0,1,2
282,75,retired,married,primary,1765,0,0,14,sep,808,1,187,4,0,1,9
283,75,retired,married,primary,1765,0,0,11,mar,282,2,181,2,1,0,3
284,75,retired,married,primary,1413,0,0,1,sep,532,2,188,2,1,1,9
285,75,retired,divorced,tertiary,3810,1,0,16,nov,262,1,183,1,0,1,11
288,75,retired,divorced,secondary,1092,0,0,12,oct,250,1,431,2,0,0,10
290,75,retired,divorced,primary,852,0,0,16,sep,228,1,185,1,0,0,9
295,75,retired,divorced,primary,1926,0,0,9,sep,761,1,93,5,0,0,9
298,75,blue-collar,married,secondary,6053,0,0,11,feb,865,2,190,1,0,0,2
303,74,retired,married,tertiary,4912,0,0,20,apr,268,2,181,3,0,0,4
304,74,retired,married,tertiary,2575,0,0,25,jan,172,2,161,1,0,0,1
306,74,retired,married,tertiary,1843,0,0,15,sep,251,2,184,3,1,1,9
307,74,retired,married,tertiary,1843,0,0,15,mar,192,1,185,2,1,1,3
311,74,retired,married,secondary,935,0,0,5,may,226,1,99,2,0,1,5
312,74,retired,married,secondary,935,0,0,26,jan,100,1,104,1,0,0,1
313,74,retired,married,secondary,935,0,0,25,oct,400,1,173,3,1,1,10
319,74,retired,married,primary,5539,0,0,3,feb,253,2,181,1,1,0,2
320,74,retired,married,primary,5539,0,0,12,jul,390,2,159,3,0,0,7
322,74,retired,married,primary,2894,0,0,1,sep,97,5,204,2,0,0,9
328,74,retired,married,primary,0,0,0,13,nov,332,2,92,2,1,0,11
332,74,retired,divorced,primary,29080,0,0,30,jun,301,5,93,4,0,1,6
333,74,retired,divorced,primary,2308,0,0,16,sep,251,2,535,2,1,0,9
338,73,retired,single,secondary,1050,0,0,4,mar,562,3,181,2,0,1,3
340,73,retired,married,unknown,519,0,0,26,feb,270,3,133,2,1,1,2
342,73,retired,married,unknown,519,0,0,16,oct,434,1,57,1,0,1,10
346,73,retired,married,tertiary,448,0,0,22,jun,68,1,90,1,1,0,6
351,73,retired,married,secondary,2850,0,0,8,oct,512,1,144,7,0,0,10
352,73,retired,married,secondary,2850,0,0,19,apr,184,2,185,3,0,0,4
353,73,retired,married,secondary,2850,0,0,17,nov,300,1,40,8,0,1,11
354,73,retired,married,secondary,2850,0,0,17,may,157,2,28,5,0,0,5
359,73,retired,married,primary,9160,0,0,11,nov,516,2,90,3,0,0,11
360,73,retired,married,primary,796,0,0,23,oct,427,1,182,2,0,1,10
361,73,retired,married,primary,796,0,0,23,apr,888,1,182,3,1,1,4
364,73,retired,married,primary,542,0,0,26,oct,355,1,180,5,0,1,10
366,73,retired,married,primary,508,0,0,14,jun,154,4,97,1,1,0,6
370,73,retired,married,primary,1388,0,0,25,oct,254,1,97,6,0,0,10
371,73,retired,married,primary,1388,0,0,11,jan,767,2,83,1,1,1,1
372,73,retired,married,primary,1388,0,0,20,jul,146,3,190,3,1,0,7
375,73,retired,divorced,secondary,7111,1,0,12,apr,284,1,182,1,1,0,4
383,72,self-employed,married,tertiary,132,0,0,1,jul,260,2,65,1,1,1,7
386,72,retired,single,tertiary,1285,0,0,2,nov,179,5,98,2,0,0,11
387,72,retired,single,tertiary,1285,0,0,1,jul,494,4,150,9,0,0,7
388,72,retired,single,tertiary,1285,0,0,1,feb,280,2,91,7,0,0,2
391,72,retired,married,tertiary,3561,0,0,15,sep,511,3,184,7,1,1,9
394,72,retired,married,secondary,951,0,1,12,mar,229,3,339,1,0,1,3
397,72,retired,married,secondary,5715,0,0,17,nov,1127,5,184,3,1,1,11
398,72,retired,married,secondary,5715,0,0,17,may,1114,1,181,2,1,1,5
401,72,retired,married,secondary,2850,0,0,16,oct,131,2,241,1,1,0,10
406,72,retired,married,secondary,1129,0,0,25,nov,208,1,91,1,1,1,11
412,72,retired,married,primary,4657,0,0,23,mar,255,1,91,8,1,1,3
413,72,retired,married,primary,4657,0,0,27,sep,132,4,94,16,0,0,9
414,72,retired,married,primary,4657,0,0,22,dec,305,3,309,5,1,1,12
415,72,retired,married,primary,3856,0,0,10,dec,582,4,115,1,0,1,12
417,72,retired,married,primary,2600,0,0,3,feb,443,2,82,3,1,1,2
419,72,retired,married,primary,2079,0,0,13,aug,100,1,191,3,0,0,8
423,72,retired,married,primary,0,0,0,28,jun,348,6,94,6,0,0,6
424,72,retired,married,primary,0,0,0,26,mar,201,3,191,3,0,0,3
431,72,admin.,married,primary,2321,0,0,14,sep,221,2,64,12,0,1,9
432,72,admin.,married,primary,2321,0,0,12,jul,200,6,122,6,0,0,7
433,71,unknown,married,tertiary,353,0,0,27,jan,208,1,93,2,0,0,1
434,71,technician,married,tertiary,383,0,0,27,oct,327,2,183,3,1,0,10
436,71,technician,married,secondary,3020,0,0,30,jul,304,1,270,3,0,1,7
441,71,retired,married,tertiary,653,0,0,3,sep,471,1,189,1,1,1,9
444,71,retired,married,tertiary,4388,0,0,5,feb,346,1,183,3,0,0,2
449,71,retired,married,tertiary,2651,0,0,24,aug,73,3,200,2,0,0,8
455,71,retired,married,secondary,3,0,0,13,aug,1175,3,189,1,0,0,8
456,71,retired,married,secondary,29941,0,0,18,jun,80,1,71,3,0,0,6
458,71,retired,married,secondary,2064,0,0,9,nov,379,2,92,3,0,0,11
459,71,retired,married,secondary,2064,0,0,9,aug,370,2,291,1,0,0,8
466,71,retired,married,primary,3230,0,0,24,may,341,2,133,3,0,1,5
469,71,retired,married,primary,2600,0,0,13,nov,186,2,98,1,1,1,11
479,71,retired,divorced,secondary,3104,0,0,12,apr,271,1,187,1,0,0,4
480,71,retired,divorced,secondary,0,0,0,26,feb,771,1,171,1,1,1,2
481,71,retired,divorced,primary,275,0,0,14,jun,293,1,425,1,1,1,6
483,71,management,married,tertiary,13297,0,0,11,aug,265,1,190,2,0,0,8
485,71,housemaid,divorced,primary,1311,0,0,10,nov,301,2,91,1,1,1,11
486,71,entrepreneur,married,tertiary,15265,0,0,25,feb,865,1,192,2,0,0,2
490,70,technician,married,secondary,3020,0,0,2,nov,358,2,186,1,0,0,11
493,70,retired,married,unknown,647,0,0,10,mar,152,1,348,1,0,0,3
496,70,retired,married,tertiary,44,0,0,18,sep,1104,2,88,2,0,1,9
498,70,retired,married,tertiary,15834,0,0,5,apr,172,3,186,1,0,0,4
501,70,retired,married,secondary,616,0,0,27,apr,149,2,182,1,0,0,4
504,70,retired,married,secondary,2815,0,0,26,apr,125,2,182,1,0,0,4
505,70,retired,married,secondary,2626,0,0,27,jan,175,3,147,2,1,0,1
512,70,retired,married,secondary,1310,0,0,14,apr,318,1,181,1,0,0,4
513,70,retired,married,secondary,1164,0,0,14,may,338,3,185,2,0,0,5
516,70,retired,married,secondary,0,0,0,27,oct,258,1,92,5,1,1,10
520,70,retired,married,primary,579,0,0,11,feb,82,2,181,1,0,0,2
522,70,retired,married,primary,3782,0,0,22,sep,704,2,190,1,0,0,9
524,70,retired,married,primary,324,0,0,15,nov,78,1,96,7,1,0,11
525,70,retired,married,primary,324,0,0,11,aug,632,1,308,6,0,1,8
527,70,retired,married,primary,3230,0,0,11,jan,300,2,48,1,0,0,1
528,70,retired,married,primary,2795,0,0,8,jul,480,1,181,2,1,1,7
530,70,retired,married,primary,2346,0,0,24,feb,694,1,184,5,0,1,2
531,70,retired,married,primary,2346,0,0,24,aug,190,3,194,2,1,0,8
532,70,retired,married,primary,2346,0,0,1,jun,421,1,97,6,1,0,6
533,70,retired,divorced,secondary,6850,0,0,5,mar,252,3,183,1,0,0,3
534,70,retired,divorced,secondary,6850,0,0,3,sep,228,1,182,4,0,0,9
535,70,retired,divorced,secondary,4572,0,0,8,jul,173,11,162,5,0,0,7
536,70,retired,divorced,secondary,4572,0,0,11,oct,115,2,95,16,0,0,10
540,70,retired,divorced,primary,482,0,0,14,jul,413,1,181,3,1,1,7
541,70,retired,divorced,primary,482,0,0,14,jan,372,1,196,2,1,1,1
549,70,management,married,secondary,4,0,0,25,feb,511,5,125,4,0,0,2
550,70,management,married,secondary,4,0,0,21,may,122,1,85,9,0,0,5
555,69,technician,married,tertiary,482,0,0,29,jul,478,1,267,1,0,1,7
557,69,technician,married,secondary,2661,0,0,1,sep,925,1,187,3,0,0,9
559,69,retired,single,tertiary,2144,0,0,29,jul,417,1,184,4,1,1,7
561,69,retired,married,unknown,426,0,0,9,mar,225,1,90,1,1,1,3
563,69,retired,married,unknown,426,0,0,10,sep,211,2,185,2,1,1,9
564,69,retired,married,tertiary,473,0,0,7,jul,112,1,78,1,0,0,7
565,69,retired,married,tertiary,473,0,0,21,oct,110,1,106,2,0,0,10
572,69,retired,married,secondary,0,0,0,28,apr,184,2,126,2,0,1,4
573,69,retired,married,secondary,0,0,0,27,jul,666,1,90,4,1,1,7
578,69,retired,married,primary,324,0,0,12,aug,875,1,189,4,1,0,8
581,69,retired,married,primary,2398,0,0,12,apr,161,1,186,1,0,0,4
586,69,retired,divorced,secondary,4572,0,0,27,oct,146,2,56,1,0,1,10
587,69,retired,divorced,secondary,4572,0,0,27,jan,185,2,92,3,1,0,1
588,69,retired,divorced,secondary,4189,0,0,18,oct,138,4,96,2,1,0,10
596,69,housemaid,married,primary,1080,0,0,18,aug,197,2,118,2,0,0,8
600,68,retired,single,tertiary,2144,0,0,26,jan,708,1,96,3,1,1,1
601,68,retired,single,tertiary,2144,0,0,22,oct,277,1,184,2,1,1,10
604,68,retired,married,tertiary,2820,0,0,5,mar,158,1,92,3,1,0,3
605,68,retired,married,tertiary,2820,0,0,3,dec,154,1,97,2,0,1,12
607,68,retired,married,tertiary,2812,0,0,4,aug,651,1,1,7,1,1,8
608,68,retired,married,tertiary,2812,0,0,3,feb,279,2,181,1,0,1,2
609,68,retired,married,tertiary,2812,0,0,3,aug,392,4,181,3,1,1,8
615,68,retired,married,secondary,1443,0,0,21,dec,2062,2,257,1,1,1,12
617,68,retired,married,secondary,1146,0,0,3,mar,153,2,110,3,1,1,3
618,68,retired,married,secondary,1146,0,0,16,nov,212,1,187,6,1,1,11
619,68,retired,married,secondary,1146,0,0,13,may,356,1,71,5,1,1,5
622,68,retired,married,primary,7945,0,0,27,apr,252,1,181,1,0,0,4
625,68,retired,married,primary,2301,0,0,14,aug,90,3,120,1,0,0,8
632,68,retired,divorced,primary,2027,0,0,15,jun,619,2,92,2,1,1,6
633,68,retired,divorced,primary,2027,0,0,14,sep,404,2,91,4,1,1,9
635,67,technician,married,secondary,0,0,0,13,aug,1152,2,188,1,1,0,8
642,67,retired,married,unknown,696,0,0,17,aug,119,1,105,2,0,0,8
644,67,retired,married,unknown,2540,0,0,14,sep,279,3,92,9,1,1,9
645,67,retired,married,unknown,2540,0,0,14,jun,278,5,116,4,0,1,6
650,67,retired,married,tertiary,1948,0,0,2,jul,844,2,155,5,1,0,7
652,67,retired,married,secondary,2048,0,0,16,sep,452,5,195,4,0,1,9
653,67,retired,married,secondary,203,0,0,11,oct,405,1,266,2,1,1,10
655,67,retired,married,secondary,1146,0,0,13,nov,259,1,92,2,0,1,11
657,67,retired,married,primary,942,0,0,6,nov,455,2,84,2,0,1,11
661,67,retired,married,primary,585,0,0,12,jan,164,1,148,1,0,0,1
665,67,retired,married,primary,2391,0,0,28,jun,737,6,186,10,0,1,6
668,67,retired,married,primary,1430,0,0,26,may,283,2,135,5,1,1,5
670,67,retired,married,primary,1430,0,0,11,jan,499,2,91,3,0,1,1
671,67,retired,married,primary,10776,0,0,14,aug,176,2,99,17,0,0,8
673,67,retired,divorced,secondary,704,0,0,8,feb,186,2,97,1,1,1,2
674,67,retired,divorced,secondary,704,0,0,6,may,613,1,87,3,1,1,5
681,67,management,married,tertiary,405,0,0,10,nov,344,2,95,2,1,1,11
693,66,retired,single,tertiary,0,0,0,12,jan,105,1,92,2,0,0,1
694,66,retired,married,unknown,2540,0,0,10,dec,441,2,156,1,0,1,12
700,66,retired,married,tertiary,1948,0,0,29,oct,106,2,269,2,0,1,10
701,66,retired,married,tertiary,1948,0,0,28,jan,216,1,91,4,1,1,1
707,66,retired,married,secondary,3409,0,0,19,oct,133,3,160,3,0,0,10
708,66,retired,married,secondary,3409,0,0,15,nov,414,2,27,6,0,0,11
709,66,retired,married,secondary,3409,0,0,12,may,801,1,86,2,0,0,5
710,66,retired,married,secondary,2326,0,1,18,feb,232,1,181,1,1,1,2
713,66,retired,married,secondary,203,0,0,18,jan,353,1,195,1,1,1,1
715,66,retired,married,secondary,154,0,0,15,jul,268,5,181,2,0,1,7
718,66,retired,married,primary,747,0,0,28,jan,203,3,93,1,0,0,1
722,66,retired,married,primary,3629,0,0,2,feb,474,1,172,2,0,1,2
724,66,retired,married,primary,2173,0,0,15,jul,178,1,181,5,0,0,7
728,66,retired,married,primary,1004,0,0,28,apr,154,1,182,1,1,0,4
731,66,management,married,unknown,2149,1,0,30,nov,151,6,103,4,0,0,11
732,66,management,married,unknown,2149,1,0,26,may,135,2,90,11,1,1,5
733,66,management,married,unknown,2149,1,0,25,feb,98,1,87,10,0,1,2
734,66,management,married,tertiary,6251,0,0,10,aug,273,2,356,10,0,0,8
737,66,management,married,secondary,587,0,0,12,may,457,2,392,2,1,1,5
739,66,housemaid,married,primary,922,0,0,2,nov,83,4,101,4,0,0,11
742,66,housemaid,married,primary,1230,0,0,16,jun,288,6,181,3,1,1,6
755,65,unemployed,divorced,secondary,588,0,0,10,sep,110,4,186,1,1,0,9
758,65,retired,married,unknown,679,0,0,13,may,593,2,178,1,1,0,5
761,65,retired,married,tertiary,1973,0,0,2,feb,121,1,287,3,1,0,2
763,65,retired,married,tertiary,162,0,0,6,aug,280,3,185,2,0,0,8
766,65,retired,married,secondary,571,1,0,20,oct,349,1,183,2,1,1,10
774,65,retired,married,secondary,1370,0,0,12,nov,177,1,92,1,0,0,11
775,65,retired,married,secondary,1220,0,0,7,sep,127,1,186,2,0,0,9
776,65,retired,married,secondary,1176,0,0,6,aug,111,1,184,1,0,0,8
777,65,retired,married,secondary,1176,0,0,25,sep,64,1,50,2,0,0,9
778,65,retired,married,primary,493,0,0,2,feb,348,1,109,2,0,0,2
779,65,retired,married,primary,493,0,0,16,oct,622,1,182,1,0,0,10
785,65,retired,married,primary,2173,0,0,15,jan,543,4,276,1,0,0,1
795,65,retired,divorced,primary,1840,0,0,1,sep,191,2,92,7,0,0,9
796,65,retired,divorced,primary,1840,0,0,1,jun,383,2,188,5,0,0,6
797,65,management,married,unknown,2352,0,0,8,nov,354,3,188,13,1,0,11
798,65,management,married,tertiary,1097,0,0,12,jan,131,1,196,1,0,0,1
805,65,entrepreneur,married,tertiary,2331,0,0,9,feb,290,1,92,1,1,1,2
806,65,entrepreneur,married,tertiary,2331,0,0,11,aug,425,1,183,2,1,1,8
807,65,admin.,married,secondary,952,0,0,6,sep,255,1,96,1,1,1,9
816,64,self-employed,married,tertiary,661,0,0,21,dec,367,2,294,2,0,1,12
821,64,retired,married,tertiary,846,0,0,11,feb,671,1,181,3,0,1,2
824,64,retired,married,tertiary,2139,0,0,13,jan,230,1,91,2,0,0,1
825,64,retired,married,tertiary,2059,0,1,9,nov,326,1,95,1,0,0,11
827,64,retired,married,tertiary,1644,0,0,5,mar,341,4,179,4,1,1,3
830,64,retired,married,secondary,588,0,0,18,jan,366,1,91,2,0,1,1
831,64,retired,married,secondary,588,0,0,16,jul,574,1,179,3,1,1,7
833,64,retired,married,secondary,504,0,0,11,aug,157,1,14,3,0,0,8
835,64,retired,married,secondary,4787,0,0,28,apr,392,1,182,1,1,1,4
839,64,retired,married,secondary,243,0,0,22,feb,144,1,175,1,0,0,2
841,64,retired,married,secondary,1612,0,0,18,may,336,1,89,5,0,1,5
842,64,retired,married,secondary,1612,0,0,18,feb,362,1,183,4,0,0,2
846,64,retired,married,secondary,1220,0,0,5,mar,84,1,88,1,0,0,3
850,64,retired,married,primary,48,0,0,9,sep,167,3,92,1,1,1,9
851,64,retired,married,primary,445,0,0,26,oct,338,3,186,1,0,0,10
853,64,retired,married,primary,43,0,0,11,mar,117,1,91,1,1,0,3
855,64,retired,married,primary,2140,0,0,16,mar,881,3,155,2,0,1,3
858,64,retired,married,primary,12067,0,0,30,jul,367,2,92,2,1,1,7
862,64,retired,divorced,secondary,4833,0,0,22,apr,247,2,251,1,0,0,4
863,64,retired,divorced,secondary,4833,0,0,20,oct,621,1,181,3,0,1,10
865,64,retired,divorced,primary,1840,0,0,25,nov,237,1,85,4,0,0,11
866,64,retired,divorced,primary,109,0,0,23,jun,706,1,225,2,1,1,6
867,64,management,married,unknown,2352,0,0,4,may,153,2,182,11,1,1,5
868,64,management,married,unknown,2352,0,0,3,nov,181,4,183,7,1,1,11
871,64,management,married,tertiary,5112,0,0,19,oct,898,7,137,11,0,1,10
874,64,management,married,tertiary,3951,0,0,28,jan,134,1,91,1,1,1,1
878,64,housemaid,married,primary,768,0,0,15,jul,250,2,182,1,1,0,7
881,64,housemaid,married,primary,67,0,0,14,dec,86,2,111,1,0,0,12
885,63,unknown,married,secondary,367,0,0,4,mar,262,1,178,6,0,0,3
886,63,unknown,married,secondary,367,0,0,2,sep,173,1,182,7,0,0,9
888,63,technician,married,secondary,973,0,0,25,feb,318,1,388,1,1,1,2
889,63,technician,married,secondary,896,1,0,28,jan,115,3,91,4,0,0,1
897,63,retired,married,unknown,1849,0,0,25,feb,125,6,177,2,0,0,2
901,63,retired,married,tertiary,4692,1,0,13,jul,88,1,181,2,0,0,7
912,63,retired,married,secondary,2896,0,0,1,jul,304,1,119,2,1,1,7
914,63,retired,married,secondary,2747,0,0,11,sep,113,1,80,1,0,0,9
918,63,retired,married,secondary,23047,0,0,17,jun,530,1,139,2,0,0,6
922,63,retired,married,secondary,1612,0,0,19,aug,399,2,183,2,1,0,8
923,63,retired,married,secondary,1495,0,0,25,oct,389,1,195,4,0,1,10
924,63,retired,married,secondary,1495,0,0,16,nov,138,1,22,5,1,0,11
925,63,retired,married,secondary,1486,0,0,14,may,698,5,316,3,0,0,5
929,63,retired,married,primary,3738,0,0,9,nov,301,1,456,4,0,0,11
930,63,retired,married,primary,12067,0,0,29,apr,660,1,191,1,0,1,4
932,63,retired,married,primary,1084,0,0,14,oct,201,1,183,1,1,0,10
934,63,retired,divorced,tertiary,0,0,0,13,may,263,1,181,2,1,1,5
941,63,management,married,tertiary,5112,0,0,13,nov,2184,2,95,3,0,1,11
944,63,management,married,tertiary,2785,0,0,2,aug,341,2,392,3,1,1,8
945,63,management,married,tertiary,0,0,0,12,oct,130,2,182,6,0,0,10
946,63,housemaid,married,tertiary,1528,0,0,18,jan,309,2,95,3,1,0,1
947,63,housemaid,married,secondary,2,0,0,4,feb,45,2,93,1,1,0,2
952,63,entrepreneur,married,secondary,3904,0,0,8,nov,360,1,96,4,1,1,11
953,63,entrepreneur,married,secondary,3904,0,0,4,aug,250,2,187,2,1,1,8
956,63,blue-collar,married,secondary,180,0,0,15,jul,390,2,182,5,1,1,7
957,63,blue-collar,married,primary,115,0,0,27,apr,325,1,180,7,0,1,4
961,62,unknown,married,secondary,367,0,0,7,sep,221,1,189,5,0,0,9
965,62,unemployed,married,primary,532,0,0,31,aug,298,2,300,1,0,0,8
966,62,technician,married,unknown,635,0,0,22,apr,292,4,247,1,0,0,4
967,62,technician,married,unknown,4727,1,0,28,jan,80,4,90,4,0,0,1
969,62,technician,married,secondary,135,1,0,16,nov,446,13,96,1,0,0,11
973,62,self-employed,divorced,tertiary,6,1,0,13,oct,216,1,183,4,1,1,10
974,62,self-employed,divorced,tertiary,6,1,0,13,apr,103,1,182,3,1,1,4
978,62,retired,married,tertiary,4692,1,0,13,jan,113,1,90,1,0,0,1
