,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,subscription,subscription_binary,month_num
213,43,technician,married,secondary,no,434,yes,no,5,may,1.95,1,-1,0,unknown,no,0,5
214,49,management,married,tertiary,no,3237,yes,no,5,may,3.87,3,-1,0,unknown,no,0,5
215,22,blue-collar,single,secondary,no,0,yes,no,5,may,2.98,2,-1,0,unknown,no,0,5
216,40,management,married,tertiary,no,207,yes,no,5,may,0.65,1,-1,0,unknown,no,0,5
217,39,blue-collar,married,secondary,no,483,yes,no,5,may,4.7,1,-1,0,unknown,no,0,5
218,51,services,married,secondary,no,2248,yes,no,5,may,11.9,2,-1,0,unknown,no,0,5
219,49,admin.,married,secondary,no,428,yes,no,5,may,0.83,1,-1,0,unknown,no,0,5
220,53,blue-collar,married,secondary,no,0,yes,yes,5,may,3.02,1,-1,0,unknown,no,0,5
221,34,services,single,secondary,no,0,yes,no,5,may,2.37,1,-1,0,unknown,no,0,5
222,33,technician,divorced,secondary,no,140,yes,no,5,may,3.78,1,-1,0,unknown,no,0,5
223,50,management,single,tertiary,no,297,yes,no,5,may,1.98,1,-1,0,unknown,no,0,5
224,39,blue-collar,married,primary,no,279,yes,no,5,may,6.02,1,-1,0,unknown,no,0,5
225,59,entrepreneur,divorced,secondary,no,901,yes,no,5,may,1.22,3,-1,0,unknown,no,0,5
226,30,technician,single,secondary,no,2573,yes,no,5,may,1.12,2,-1,0,unknown,no,0,5
227,36,services,married,secondary,no,143,yes,yes,5,may,5.83,1,-1,0,unknown,no,0,5
228,40,blue-collar,married,secondary,no,475,yes,no,5,may,5.53,2,-1,0,unknown,no,0,5
229,53,blue-collar,married,secondary,no,70,yes,no,5,may,10.18,2,-1,0,unknown,no,0,5
230,34,management,single,tertiary,no,318,yes,no,5,may,1.88,2,-1,0,unknown,no,0,5
231,37,technician,married,secondary,no,275,yes,no,5,may,2.2,1,-1,0,unknown,no,0,5
232,42,management,divorced,tertiary,no,742,yes,no,5,may,0.97,3,-1,0,unknown,no,0,5
233,41,entrepreneur,married,primary,no,236,yes,no,5,may,2.52,1,-1,0,unknown,no,0,5
234,30,student,single,tertiary,no,25,yes,no,5,may,1.48,2,-1,0,unknown,no,0,5
235,37,management,single,tertiary,no,600,yes,no,5,may,2.53,1,-1,0,unknown,no,0,5
236,39,admin.,divorced,secondary,no,-349,yes,no,5,may,10.18,2,-1,0,unknown,no,0,5
237,41,blue-collar,married,primary,no,183,yes,yes,5,may,1.83,2,-1,0,unknown,no,0,5
238,40,blue-collar,married,primary,no,0,yes,no,5,may,7.72,1,-1,0,unknown,no,0,5
239,42,management,single,tertiary,no,0,yes,yes,5,may,9.37,2,-1,0,unknown,yes,1,5
240,40,blue-collar,divorced,primary,no,0,yes,no,5,may,16.03,1,-1,0,unknown,no,0,5
241,57,technician,married,secondary,no,1078,yes,no,5,may,0.17,4,-1,0,unknown,no,0,5
242,56,entrepreneur,divorced,secondary,no,155,no,no,5,may,1.97,3,-1,0,unknown,no,0,5
243,37,admin.,married,secondary,no,190,yes,no,5,may,1.53,2,-1,0,unknown,no,0,5
244,59,retired,married,secondary,no,319,yes,no,5,may,2.38,3,-1,0,unknown,no,0,5
245,39,services,divorced,secondary,no,-185,yes,no,5,may,3.15,3,-1,0,unknown,no,0,5
246,49,services,married,secondary,no,47,no,no,5,may,3.9,2,-1,0,unknown,no,0,5
247,38,services,single,secondary,no,570,yes,no,5,may,1.25,2,-1,0,unknown,no,0,5
248,36,self-employed,married,tertiary,no,19,no,no,5,may,3.15,2,-1,0,unknown,no,0,5
249,50,blue-collar,married,primary,no,61,yes,no,5,may,10.35,3,-1,0,unknown,no,0,5
250,41,admin.,married,secondary,no,-62,yes,yes,5,may,0.92,2,-1,0,unknown,no,0,5
251,54,technician,married,tertiary,no,258,no,no,5,may,5.17,4,-1,0,unknown,no,0,5
252,58,blue-collar,married,primary,no,76,yes,no,5,may,2.6,2,-1,0,unknown,no,0,5
253,33,admin.,single,secondary,no,352,yes,no,5,may,3.75,2,-1,0,unknown,no,0,5
254,47,admin.,married,secondary,no,368,yes,no,5,may,2.08,2,-1,0,unknown,no,0,5
255,32,blue-collar,married,secondary,no,1331,yes,no,5,may,4.77,2,-1,0,unknown,no,0,5
256,40,self-employed,married,secondary,no,672,yes,no,5,may,2.73,2,-1,0,unknown,no,0,5
257,37,management,married,tertiary,no,58,yes,no,5,may,1.63,2,-1,0,unknown,no,0,5
258,24,student,single,secondary,no,423,yes,no,5,may,3.77,3,-1,0,unknown,no,0,5
259,54,management,married,tertiary,no,0,no,no,5,may,2.0,2,-1,0,unknown,no,0,5
260,34,technician,married,secondary,no,19,yes,no,5,may,6.03,4,-1,0,unknown,no,0,5
261,56,technician,divorced,primary,no,13,yes,no,5,may,5.95,2,-1,0,unknown,no,0,5
262,31,blue-collar,single,secondary,no,3,yes,no,5,may,3.33,2,-1,0,unknown,no,0,5
263,24,student,single,secondary,no,82,yes,no,5,may,3.4,2,-1,0,unknown,no,0,5
264,42,blue-collar,divorced,primary,no,28,yes,no,5,may,2.1,3,-1,0,unknown,no,0,5
265,57,technician,married,secondary,no,792,yes,no,5,may,1.08,2,-1,0,unknown,no,0,5
266,51,admin.,married,secondary,no,531,yes,no,5,may,4.45,2,-1,0,unknown,no,0,5
267,57,retired,married,secondary,no,211,yes,no,5,may,4.13,2,-1,0,unknown,no,0,5
268,36,services,single,secondary,no,62,yes,no,5,may,3.58,2,-1,0,unknown,no,0,5
269,50,technician,married,secondary,no,1234,yes,no,5,may,3.42,2,-1,0,unknown,no,0,5
270,54,management,married,tertiary,no,313,yes,no,5,may,1.38,2,-1,0,unknown,no,0,5
271,55,blue-collar,married,secondary,no,89,yes,no,5,may,1.77,3,-1,0,unknown,no,0,5
272,44,blue-collar,married,secondary,no,129,yes,yes,5,may,3.15,2,-1,0,unknown,no,0,5
273,56,admin.,married,secondary,no,353,yes,no,5,may,1.77,2,-1,0,unknown,no,0,5
274,55,services,divorced,primary,no,96,yes,yes,5,may,5.18,2,-1,0,unknown,no,0,5
275,37,services,divorced,secondary,no,398,yes,yes,5,may,3.57,2,-1,0,unknown,no,0,5
276,33,admin.,single,tertiary,no,193,no,no,5,may,2.2,2,-1,0,unknown,no,0,5
277,46,admin.,married,secondary,no,-358,yes,no,5,may,5.97,2,-1,0,unknown,no,0,5
278,36,blue-collar,married,secondary,no,539,yes,yes,5,may,7.55,2,-1,0,unknown,no,0,5
279,51,technician,single,secondary,no,0,yes,no,5,may,6.07,2,-1,0,unknown,no,0,5
280,40,retired,single,primary,no,0,no,no,5,may,2.27,2,-1,0,unknown,no,0,5
281,42,blue-collar,married,secondary,no,490,yes,no,5,may,6.43,2,-1,0,unknown,no,0,5
282,51,blue-collar,married,secondary,no,0,yes,no,5,may,2.88,2,-1,0,unknown,no,0,5
283,48,management,married,secondary,no,161,yes,no,5,may,3.73,3,-1,0,unknown,no,0,5
284,32,technician,divorced,tertiary,no,2558,no,no,5,may,2.47,2,-1,0,unknown,no,0,5
285,31,admin.,single,secondary,no,98,yes,no,5,may,3.27,2,-1,0,unknown,no,0,5
286,55,management,single,tertiary,no,115,no,no,5,may,1.85,4,-1,0,unknown,no,0,5
