,age,job,marital,education,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,subscription,month_num
29,85,retired,married,primary,1255,0,0,15,jan,233,3,2613,0,2,1,1
30,85,retired,married,primary,12114,0,0,12,feb,165,2,2613,0,2,1,2
31,85,retired,divorced,primary,7613,0,0,18,feb,355,3,2613,0,2,1,2
32,84,retired,married,tertiary,4761,0,0,9,sep,1405,1,92,3,0,1,9
33,84,retired,married,secondary,81204,0,0,28,dec,679,1,313,2,3,1,12
34,84,retired,married,secondary,81204,0,0,1,apr,390,1,94,3,1,1,4
35,84,retired,married,primary,1791,0,0,30,oct,62,3,2613,0,2,0,10
36,84,retired,married,primary,1702,0,0,26,aug,185,1,2613,0,2,0,8
37,84,retired,divorced,primary,639,0,0,18,may,353,3,2613,0,2,1,5
38,84,retired,divorced,primary,2619,0,0,8,feb,145,2,115,2,0,0,2
39,84,retired,divorced,primary,1680,0,0,6,sep,113,5,97,3,3,0,9
40,84,entrepreneur,married,secondary,0,0,0,30,sep,992,2,2613,0,2,1,9
41,83,retired,single,primary,3349,0,0,12,feb,89,1,2613,0,2,0,2
42,83,retired,single,primary,1965,0,0,13,oct,1003,3,2613,0,2,1,10
43,83,retired,married,unknown,4216,0,0,12,oct,92,1,2613,0,2,0,10
44,83,retired,married,tertiary,6236,0,0,2,feb,283,2,2613,0,2,0,2
45,83,retired,married,tertiary,6236,0,0,12,oct,766,1,62,3,0,0,10
46,83,retired,married,tertiary,6236,0,0,11,aug,155,1,190,2,0,0,8
47,83,retired,married,tertiary,4761,0,0,9,jun,294,2,93,1,1,0,6
48,83,retired,married,tertiary,4761,0,0,8,mar,659,1,2613,0,2,1,3
49,83,retired,married,secondary,0,0,0,7,may,201,2,268,2,0,0,5
50,83,retired,married,secondary,0,0,0,18,mar,140,10,2613,0,2,0,3
51,83,retired,married,primary,425,0,0,22,sep,773,1,92,2,1,1,9
52,83,retired,married,primary,425,0,0,22,jun,883,1,140,1,0,1,6
53,83,retired,married,primary,425,0,0,2,feb,912,1,2613,0,2,0,2
54,83,retired,divorced,primary,46,0,0,25,mar,115,1,2613,0,2,1,3
55,83,retired,divorced,primary,4565,0,0,13,sep,175,2,2613,0,2,0,9
56,83,retired,divorced,primary,2619,0,0,16,oct,181,2,2613,0,2,0,10
57,83,retired,divorced,primary,20,0,0,27,nov,65,3,2613,0,2,0,11
58,83,retired,divorced,primary,1097,0,0,5,mar,181,1,2613,0,2,1,3
59,83,retired,divorced,primary,0,0,0,31,may,664,1,77,3,1,0,5
60,83,retired,divorced,primary,0,0,0,3,sep,225,1,2613,0,2,0,9
61,83,housemaid,married,primary,2140,0,0,6,sep,109,3,276,8,3,0,9
62,83,housemaid,divorced,primary,5944,0,0,30,jul,200,3,2613,0,2,0,7
63,82,unknown,divorced,unknown,0,0,0,9,sep,277,5,2613,0,2,0,9
64,82,retired,married,unknown,211,0,0,22,apr,195,3,2613,0,2,0,4
65,82,retired,married,tertiary,278,0,0,16,feb,223,7,2613,0,2,0,2
66,82,retired,married,secondary,276,0,0,17,aug,199,1,2613,0,2,1,8
67,82,retired,married,secondary,121,0,0,19,feb,330,1,2613,0,2,1,2
68,82,retired,married,secondary,0,0,0,12,aug,150,2,2613,0,2,0,8
69,82,retired,married,primary,8603,0,0,7,jul,429,1,2613,0,2,1,7
70,82,retired,married,primary,8603,0,0,22,oct,306,3,107,1,1,1,10
71,82,retired,married,primary,243,0,0,26,jul,275,1,180,2,1,1,7
72,82,retired,married,primary,103,0,0,1,sep,368,1,2613,0,2,0,9
73,82,retired,divorced,tertiary,0,0,0,12,nov,226,1,2613,0,2,1,11
74,82,retired,divorced,primary,928,0,0,23,sep,217,2,188,3,3,0,9
75,82,retired,divorced,primary,1419,0,0,26,mar,139,1,2613,0,2,0,3
76,82,retired,divorced,primary,0,0,0,15,mar,506,2,195,1,3,1,3
77,82,retired,divorced,primary,0,0,0,6,aug,381,3,295,1,0,0,8
78,82,housemaid,married,primary,2140,0,0,14,apr,118,6,2613,0,2,0,4
79,82,housemaid,divorced,primary,1381,0,0,28,jul,844,5,181,4,0,1,7
80,82,housemaid,divorced,primary,1381,0,0,28,jan,86,3,93,1,0,0,1
81,82,housemaid,divorced,primary,1381,0,0,27,oct,156,1,2613,0,2,0,10
82,81,retired,married,secondary,93,0,0,7,dec,164,1,2613,0,2,0,12
83,81,retired,married,secondary,1,0,0,19,aug,65,5,2613,0,2,0,8
84,81,retired,married,primary,5220,0,0,13,nov,135,1,94,2,3,1,11
85,81,retired,married,primary,243,0,0,27,oct,131,1,2613,0,2,1,10
86,81,retired,married,primary,243,0,0,27,jan,340,1,92,1,1,1,1
87,81,retired,married,primary,122,0,0,23,apr,201,1,2613,0,2,0,4
88,81,retired,married,primary,1154,0,0,17,sep,231,1,2613,0,2,1,9
89,81,retired,married,primary,0,0,0,11,aug,198,1,2613,0,2,0,8
90,81,retired,divorced,unknown,9224,0,0,9,nov,235,2,2613,0,2,0,11
91,81,retired,divorced,unknown,0,0,0,16,oct,128,1,2613,0,2,0,10
92,81,retired,divorced,tertiary,0,0,0,14,jan,357,1,2613,0,2,0,1
93,81,retired,divorced,secondary,452,0,0,16,dec,443,1,2613,0,2,1,12
94,81,retired,divorced,primary,949,0,0,27,sep,188,2,280,1,3,1,9
95,81,retired,divorced,primary,519,0,0,9,sep,488,1,2613,0,2,0,9
96,81,retired,divorced,primary,4321,0,0,11,aug,163,3,2613,0,2,0,8
97,81,retired,divorced,primary,0,0,0,15,oct,172,1,2613,0,2,0,10
98,81,management,married,tertiary,0,0,0,7,jul,170,1,2613,0,2,0,7
99,80,retired,married,unknown,355,0,0,10,aug,156,1,2613,0,2,0,8
100,80,retired,married,tertiary,3669,0,0,30,jun,166,1,2613,0,2,0,6
101,80,retired,married,secondary,87,0,0,27,oct,219,2,2613,0,2,0,10
102,80,retired,married,secondary,8304,0,0,9,jun,712,1,64,12,0,1,6
103,80,retired,married,secondary,8304,0,0,8,sep,606,3,91,13,1,1,9
104,80,retired,married,secondary,8304,0,0,6,apr,681,1,118,11,1,0,4
105,80,retired,married,secondary,668,0,0,8,jul,250,1,371,1,1,1,7
106,80,retired,married,secondary,462,0,0,7,dec,127,2,2613,0,2,0,12
107,80,retired,married,secondary,2354,0,0,4,feb,739,1,181,2,0,1,2
108,80,retired,married,secondary,2354,0,0,4,aug,199,2,181,3,1,0,8
109,80,retired,married,secondary,2,0,0,15,oct,442,1,2613,0,2,0,10
110,80,retired,married,secondary,173,0,0,2,aug,87,3,2613,0,2,0,8
111,80,retired,married,secondary,1610,0,0,12,aug,71,1,2613,0,2,0,8
112,80,retired,married,primary,997,0,0,29,oct,746,2,86,1,3,1,10
113,80,retired,married,primary,997,0,0,28,jan,151,1,91,3,1,1,1
114,80,retired,married,primary,594,0,0,10,may,128,2,2613,0,2,0,5
115,80,retired,married,primary,2994,0,0,6,aug,320,1,2613,0,2,0,8
116,80,retired,married,primary,2954,0,0,25,sep,144,1,2613,0,2,0,9
117,80,retired,married,primary,1861,0,0,14,apr,563,2,2613,0,2,0,4
118,80,retired,married,primary,155,0,0,9,dec,343,2,2613,0,2,1,12
119,80,retired,married,primary,155,0,0,4,may,209,1,53,3,1,1,5
120,80,retired,married,primary,155,0,0,12,mar,290,1,93,2,1,1,3
121,80,retired,married,primary,1548,0,0,6,aug,331,2,2613,0,2,0,8
122,80,retired,married,primary,1468,0,0,13,jul,256,2,181,3,1,0,7
123,80,retired,married,primary,1468,0,0,13,jan,330,3,2613,0,2,1,1
124,80,retired,married,primary,1021,0,0,26,feb,37,1,2613,0,2,0,2
125,80,retired,divorced,primary,5861,0,0,26,apr,92,8,2613,0,2,0,4
126,80,retired,divorced,primary,235,0,0,31,mar,577,1,223,3,3,1,3
127,80,management,married,primary,6483,0,0,19,oct,123,1,2613,0,2,0,10
128,80,housemaid,married,secondary,499,0,0,13,apr,224,2,393,4,0,0,4
129,80,housemaid,married,primary,0,0,0,23,feb,639,1,189,1,0,1,2
130,79,retired,married,unknown,0,0,0,8,jul,167,1,2613,0,2,0,7
131,79,retired,married,secondary,909,0,0,25,sep,114,1,95,1,3,0,9
132,79,retired,married,secondary,8304,0,0,9,mar,303,9,2613,0,2,1,3
133,79,retired,married,secondary,8304,0,0,9,dec,456,2,275,9,1,1,12
134,79,retired,married,secondary,723,0,0,9,sep,276,1,79,3,0,1,9
135,79,retired,married,secondary,723,0,0,22,jun,295,3,2613,0,2,0,6
136,79,retired,married,secondary,668,0,0,2,jul,363,1,2613,0,2,1,7
137,79,retired,married,secondary,4738,0,0,9,jul,151,5,2613,0,2,0,7
138,79,retired,married,secondary,2661,0,0,10,nov,254,5,2613,0,2,1,11
139,79,retired,married,secondary,2354,0,0,7,aug,121,2,2613,0,2,0,8
140,79,retired,married,primary,8556,0,0,18,jan,326,2,272,2,1,1,1
141,79,retired,married,primary,429,0,0,8,jul,1006,2,2613,0,2,1,7
142,79,retired,married,primary,3481,0,0,17,apr,82,4,2613,0,2,0,4
143,79,retired,married,primary,3025,0,0,11,mar,184,1,90,6,1,0,3
144,79,retired,married,primary,3025,0,0,11,dec,166,3,126,3,3,1,12
145,79,retired,married,primary,1058,0,0,17,may,564,5,2613,0,2,0,5
146,79,retired,divorced,unknown,2628,0,0,8,jul,220,7,450,2,0,0,7
147,79,retired,divorced,secondary,631,0,0,9,aug,440,5,182,3,0,0,8
148,79,retired,divorced,secondary,631,0,0,8,feb,105,2,181,1,0,0,2
149,79,retired,divorced,primary,79,0,0,9,oct,1106,2,2613,0,2,1,10
150,79,retired,divorced,primary,336,0,0,6,oct,386,1,184,1,3,0,10
151,79,retired,divorced,primary,2787,0,0,13,jul,617,1,377,1,1,1,7
152,79,retired,divorced,primary,20,0,0,29,apr,165,2,182,1,3,0,4
153,79,retired,divorced,primary,1910,0,0,24,feb,98,2,2613,0,2,0,2
154,79,housemaid,married,primary,0,0,0,18,aug,90,1,2613,0,2,0,8
155,78,unknown,married,unknown,2235,0,0,14,apr,300,3,2613,0,2,1,4
156,78,retired,married,unknown,4807,0,0,3,feb,892,2,104,4,1,1,2
157,78,retired,married,unknown,4807,0,0,22,oct,1002,4,2613,0,2,1,10
158,78,retired,married,unknown,38,0,0,4,aug,156,1,1,3,3,0,8
159,78,retired,married,unknown,3208,0,0,20,may,351,3,2613,0,2,1,5
160,78,retired,married,tertiary,226,0,0,6,nov,136,1,2613,0,2,0,11
161,78,retired,married,tertiary,1204,0,0,17,nov,135,1,2613,0,2,1,11
162,78,retired,married,secondary,220,0,0,4,aug,220,1,2613,0,2,0,8
163,78,retired,married,primary,8556,0,0,21,apr,137,2,2613,0,2,1,4
164,78,retired,married,primary,832,0,0,11,may,97,3,2613,0,2,0,5
165,78,retired,married,primary,680,0,0,24,may,838,1,89,9,0,0,5
166,78,retired,married,primary,301,0,0,7,sep,537,2,2613,0,2,0,9
167,78,retired,married,primary,2735,0,0,26,feb,418,2,2613,0,2,0,2
168,78,retired,married,primary,240,0,0,20,apr,325,1,2613,0,2,1,4
169,78,retired,married,primary,158,0,0,18,feb,360,1,2613,0,2,0,2
170,78,retired,married,primary,14204,0,0,26,oct,150,1,183,1,3,0,10
171,78,retired,divorced,unknown,2628,0,0,14,apr,129,2,2613,0,2,0,4
172,78,retired,divorced,unknown,0,0,0,8,oct,259,1,2613,0,2,0,10
173,78,retired,divorced,tertiary,1016,0,0,22,jun,524,1,2613,0,2,0,6
174,78,retired,divorced,secondary,631,0,0,11,aug,95,1,2613,0,2,0,8
175,78,retired,divorced,secondary,3417,0,0,12,may,309,1,181,1,1,1,5
176,78,retired,divorced,secondary,3219,0,0,24,feb,151,1,2613,0,2,1,2
177,78,retired,divorced,primary,55,0,0,5,nov,143,3,90,1,3,0,11
178,78,retired,divorced,primary,527,0,0,16,sep,193,1,2613,0,2,1,9
179,78,retired,divorced,primary,4917,0,0,29,dec,195,2,2613,0,2,0,12
180,78,retired,divorced,primary,2787,0,0,1,jul,372,1,2613,0,2,1,7
181,78,retired,divorced,primary,229,0,0,22,oct,97,1,2613,0,2,1,10
182,78,retired,divorced,primary,1389,0,0,8,apr,335,1,2613,0,2,1,4
183,78,management,married,unknown,1780,1,0,25,oct,211,2,185,7,1,1,10
184,78,housemaid,married,secondary,499,0,0,16,mar,80,4,2613,0,2,0,3
185,77,unknown,married,unknown,397,0,0,8,nov,207,1,185,3,1,0,11
186,77,unknown,married,unknown,397,0,0,7,may,300,3,2613,0,2,1,5
187,77,retired,single,primary,300,0,0,9,sep,511,1,2613,0,2,0,9
188,77,retired,married,unknown,992,0,0,27,apr,147,2,182,2,0,0,4
189,77,retired,married,unknown,38,0,0,3,feb,261,1,2613,0,2,0,2
190,77,retired,married,unknown,1807,0,0,20,oct,373,1,2613,0,2,1,10
191,77,retired,married,tertiary,7802,0,0,4,may,421,1,92,2,1,1,5
192,77,retired,married,tertiary,7802,0,0,1,feb,483,2,2613,0,2,1,2
193,77,retired,married,tertiary,699,0,0,13,aug,425,2,2613,0,2,1,8
194,77,retired,married,tertiary,1047,0,0,30,jun,108,5,2613,0,2,0,6
195,77,retired,married,tertiary,0,0,0,6,apr,190,1,2613,0,2,0,4
196,77,retired,married,tertiary,0,0,0,27,sep,990,4,2613,0,2,0,9
197,77,retired,married,tertiary,0,0,0,17,aug,286,1,2613,0,2,1,8
198,77,retired,married,tertiary,0,0,0,16,oct,847,1,60,1,1,1,10
199,77,retired,married,secondary,9601,0,0,27,mar,515,1,2613,0,2,1,3
200,77,retired,married,secondary,820,0,0,21,oct,330,2,181,4,1,1,10
201,77,retired,married,secondary,638,0,0,7,aug,453,1,2613,0,2,1,8
202,77,retired,married,secondary,638,0,0,11,feb,288,1,188,1,1,1,2
203,77,retired,married,secondary,610,0,0,13,aug,766,3,2613,0,2,0,8
204,77,retired,married,secondary,4112,0,0,29,jul,426,1,184,3,1,1,7
205,77,retired,married,secondary,4112,0,0,26,jan,1616,1,95,2,1,1,1
206,77,retired,married,secondary,2123,0,0,4,feb,141,4,2613,0,2,0,2
207,77,retired,married,secondary,1208,0,0,28,apr,72,4,2613,0,2,0,4
208,77,retired,married,primary,989,0,0,12,oct,95,2,2613,0,2,0,10
209,77,retired,married,primary,680,0,0,27,nov,341,4,94,3,0,0,11
210,77,retired,married,primary,680,0,0,25,aug,103,3,2613,0,2,0,8
211,77,retired,married,primary,680,0,0,24,feb,513,2,89,7,0,0,2
212,77,retired,married,primary,3324,0,0,13,may,289,1,91,5,1,1,5
213,77,retired,married,primary,29340,0,0,15,mar,257,1,91,2,3,1,3
214,77,retired,married,primary,2590,0,0,15,feb,112,5,94,15,1,0,2
215,77,retired,married,primary,2590,0,0,13,nov,212,3,277,12,0,1,11
216,77,retired,married,primary,2590,0,0,12,aug,345,1,178,20,0,1,8
217,77,retired,married,primary,2223,0,0,10,aug,365,2,187,1,1,0,8
218,77,retired,married,primary,1492,0,0,1,sep,663,1,208,2,3,0,9
219,77,retired,married,primary,1385,0,0,8,sep,160,4,2613,0,2,0,9
220,77,retired,married,primary,121,0,0,7,oct,191,1,2613,0,2,0,10
221,77,retired,divorced,tertiary,4659,0,0,14,apr,161,1,2613,0,2,1,4
222,77,retired,divorced,secondary,3417,0,0,12,nov,134,1,2613,0,2,1,11
223,77,retired,divorced,secondary,0,0,0,25,sep,210,1,2613,0,2,1,9
224,77,retired,divorced,primary,639,0,0,16,apr,127,7,2613,0,2,0,4
225,77,retired,divorced,primary,2693,0,0,25,oct,83,2,94,12,3,0,10
226,77,management,married,unknown,1780,1,0,23,oct,221,2,183,3,1,1,10
227,77,management,married,unknown,1780,1,0,23,apr,361,2,182,5,1,1,4
228,77,management,married,tertiary,5619,0,0,25,mar,189,1,2613,0,2,0,3
229,76,self-employed,married,unknown,4984,0,0,28,apr,403,1,182,1,1,1,4
230,76,self-employed,married,unknown,4984,0,0,15,jun,126,3,48,2,1,0,6
231,76,retired,married,unknown,992,0,0,27,oct,139,2,2613,0,2,0,10
232,76,retired,married,unknown,8919,0,0,28,jan,231,1,2613,0,2,0,1
233,76,retired,married,tertiary,2991,0,0,25,jan,195,1,95,2,1,0,1
234,76,retired,married,tertiary,2991,0,0,22,oct,344,1,183,1,1,1,10
235,76,retired,married,tertiary,0,0,0,4,feb,92,3,169,1,0,0,2
236,76,retired,married,tertiary,0,0,0,19,aug,170,1,2613,0,2,0,8
237,76,retired,married,secondary,852,0,0,3,feb,283,2,2613,0,2,0,2
238,76,retired,married,secondary,820,0,0,23,apr,263,4,2613,0,2,1,4
239,76,retired,married,secondary,4112,0,0,23,oct,282,2,2613,0,2,1,10
240,76,retired,married,secondary,242,0,0,16,sep,994,3,2613,0,2,0,9
241,76,retired,married,secondary,2302,0,0,5,feb,110,1,87,2,0,0,2
242,76,retired,married,secondary,2302,0,0,10,nov,345,2,2613,0,2,0,11
243,76,retired,married,primary,3324,0,0,13,nov,122,1,92,3,1,1,11
244,76,retired,married,primary,3324,0,0,13,aug,227,2,192,1,0,1,8
245,76,retired,married,primary,3324,0,0,11,feb,309,1,90,4,1,1,2
246,76,retired,married,primary,2632,0,0,28,aug,368,2,2613,0,2,0,8
247,76,retired,married,primary,2590,0,0,9,feb,68,12,2613,0,2,0,2
248,76,retired,married,primary,2223,0,0,4,feb,429,1,2613,0,2,1,2
249,76,retired,married,primary,163,0,0,13,oct,120,1,2613,0,2,0,10
250,76,retired,married,primary,1492,0,0,3,nov,383,1,2613,0,2,1,11
251,76,retired,divorced,primary,86,0,0,12,aug,192,1,2613,0,2,0,8
252,76,retired,divorced,primary,802,0,0,9,sep,475,5,2613,0,2,1,9
253,76,retired,divorced,primary,802,0,0,9,mar,241,1,181,5,1,1,3
254,76,retired,divorced,primary,3049,0,0,24,mar,170,3,2613,0,2,1,3
255,76,retired,divorced,primary,2693,0,0,23,apr,109,5,184,2,1,0,4
256,76,retired,divorced,primary,2693,0,0,21,oct,107,2,2613,0,2,1,10
257,76,management,married,unknown,1780,1,0,23,apr,413,3,2613,0,2,1,4
258,76,housemaid,married,primary,1483,0,0,2,aug,90,4,2613,0,2,0,8
259,76,housemaid,divorced,primary,1411,0,0,19,oct,233,2,187,3,1,1,10
260,76,housemaid,divorced,primary,1411,0,0,15,apr,170,3,2613,0,2,1,4
261,75,unknown,married,tertiary,643,0,0,15,oct,522,2,2613,0,2,0,10
262,75,self-employed,married,unknown,4984,0,0,28,oct,509,1,2613,0,2,1,10
263,75,retired,married,unknown,7819,0,0,15,feb,261,1,97,4,3,0,2
264,75,retired,married,tertiary,6027,0,0,16,nov,1248,2,94,2,0,1,11
265,75,retired,married,tertiary,6027,0,0,14,may,809,1,179,4,1,1,5
266,75,retired,married,tertiary,4912,0,0,20,oct,238,2,183,5,0,0,10
267,75,retired,married,tertiary,2991,0,0,22,apr,240,1,2613,0,2,1,4
268,75,retired,married,secondary,468,0,0,24,jun,316,1,2613,0,2,0,6
269,75,retired,married,secondary,3771,0,0,16,oct,186,1,183,1,0,1,10
270,75,retired,married,secondary,3771,0,0,15,apr,185,1,181,2,1,1,4
271,75,retired,married,secondary,324,0,0,12,nov,124,2,91,4,3,0,11
272,75,retired,married,secondary,291,0,0,12,aug,350,1,182,2,1,1,8
273,75,retired,married,secondary,291,0,0,11,feb,515,1,183,1,0,1,2
274,75,retired,married,secondary,26452,0,0,15,jul,219,2,2613,0,2,0,7
275,75,retired,married,secondary,1470,0,0,27,feb,49,1,2613,0,2,0,2
276,75,retired,married,primary,962,0,0,17,jun,344,1,2613,0,2,0,6
277,75,retired,married,primary,5491,0,0,28,jul,258,6,2613,0,2,0,7
278,75,retired,married,primary,358,0,0,17,feb,364,11,2613,0,2,1,2
279,75,retired,married,primary,3504,0,0,9,aug,195,1,2613,0,2,0,8
280,75,retired,married,primary,3324,0,0,2,feb,149,1,2613,0,2,0,2
281,75,retired,married,primary,2970,0,0,12,aug,641,1,2613,0,2,1,8
282,75,retired,married,primary,1765,0,0,14,sep,808,1,187,4,0,1,9
283,75,retired,married,primary,1765,0,0,11,mar,282,2,181,2,1,0,3
284,75,retired,married,primary,1413,0,0,1,sep,532,2,188,2,1,1,9
285,75,retired,divorced,tertiary,3810,1,0,16,nov,262,1,183,1,0,1,11
286,75,retired,divorced,secondary,2199,0,0,13,nov,137,1,2613,0,2,0,11
287,75,retired,divorced,secondary,1341,0,0,18,dec,415,7,2613,0,2,1,12
288,75,retired,divorced,secondary,1092,0,0,12,oct,250,1,431,2,0,0,10
289,75,retired,divorced,secondary,105,0,0,14,apr,232,1,2613,0,2,0,4
290,75,retired,divorced,primary,852,0,0,16,sep,228,1,185,1,0,0,9
291,75,retired,divorced,primary,852,0,0,15,mar,341,1,2613,0,2,0,3
292,75,retired,divorced,primary,46,0,0,2,feb,294,1,2613,0,2,0,2
293,75,retired,divorced,primary,3881,1,0,4,feb,136,3,2613,0,2,1,2
294,75,retired,divorced,primary,37127,0,0,11,feb,505,1,2613,0,2,0,2
295,75,retired,divorced,primary,1926,0,0,9,sep,761,1,93,5,3,0,9
296,75,retired,divorced,primary,18,0,0,24,apr,222,4,2613,0,2,0,4
297,75,blue-collar,married,secondary,6053,0,0,5,aug,416,1,2613,0,2,0,8
298,75,blue-collar,married,secondary,6053,0,0,11,feb,865,2,190,1,0,0,2
299,75,admin.,married,unknown,1093,0,0,22,apr,369,1,2613,0,2,0,4
300,74,retired,married,unknown,7819,0,0,6,aug,165,3,2613,0,2,0,8
301,74,retired,married,tertiary,6027,0,0,14,aug,233,2,2613,0,2,0,8
302,74,retired,married,tertiary,4912,0,0,21,oct,129,3,2613,0,2,0,10
303,74,retired,married,tertiary,4912,0,0,20,apr,268,2,181,3,0,0,4
304,74,retired,married,tertiary,2575,0,0,25,jan,172,2,161,1,0,0,1
305,74,retired,married,tertiary,20422,0,0,12,aug,90,2,2613,0,2,0,8
306,74,retired,married,tertiary,1843,0,0,15,sep,251,2,184,3,1,1,9
307,74,retired,married,tertiary,1843,0,0,15,mar,192,1,185,2,1,1,3
308,74,retired,married,tertiary,1742,0,0,28,oct,1092,1,2613,0,2,0,10
309,74,retired,married,tertiary,1124,0,0,13,oct,200,2,2613,0,2,0,10
310,74,retired,married,secondary,9480,0,0,21,apr,211,1,2613,0,2,1,4
311,74,retired,married,secondary,935,0,0,5,may,226,1,99,2,0,1,5
312,74,retired,married,secondary,935,0,0,26,jan,100,1,104,1,3,0,1
313,74,retired,married,secondary,935,0,0,25,oct,400,1,173,3,1,1,10
314,74,retired,married,secondary,921,0,0,17,apr,394,2,2613,0,2,1,4
315,74,retired,married,secondary,3771,0,0,16,apr,159,1,2613,0,2,0,4
316,74,retired,married,secondary,291,0,0,12,aug,543,1,2613,0,2,0,8
317,74,retired,married,secondary,1714,0,0,17,feb,127,1,2613,0,2,1,2
318,74,retired,married,primary,670,0,0,23,apr,266,5,2613,0,2,1,4
319,74,retired,married,primary,5539,0,0,3,feb,253,2,181,1,1,0,2
320,74,retired,married,primary,5539,0,0,12,jul,390,2,159,3,0,0,7
321,74,retired,married,primary,4286,0,0,30,sep,195,1,2613,0,2,0,9
322,74,retired,married,primary,2894,0,0,1,sep,97,5,204,2,3,0,9
323,74,retired,married,primary,279,0,0,15,oct,227,1,2613,0,2,0,10
324,74,retired,married,primary,1765,0,0,11,sep,290,2,2613,0,2,1,9
325,74,retired,married,primary,1413,0,0,25,feb,385,2,2613,0,2,1,2
326,74,retired,married,primary,10253,0,0,20,aug,84,1,2613,0,2,0,8
327,74,retired,married,primary,0,0,0,4,sep,113,1,2613,0,2,0,9
328,74,retired,married,primary,0,0,0,13,nov,332,2,92,2,1,0,11
329,74,retired,married,primary,0,0,0,13,aug,562,2,2613,0,2,1,8
330,74,retired,divorced,tertiary,3810,1,0,17,may,492,1,2613,0,2,0,5
331,74,retired,divorced,secondary,4079,0,0,19,oct,343,3,2613,0,2,1,10
332,74,retired,divorced,primary,29080,0,0,30,jun,301,5,93,4,3,1,6
333,74,retired,divorced,primary,2308,0,0,16,sep,251,2,535,2,1,0,9
334,74,retired,divorced,primary,166,0,0,13,aug,99,1,2613,0,2,0,8
335,74,management,married,tertiary,4515,0,0,17,apr,1161,5,2613,0,2,0,4
336,74,housemaid,married,unknown,161,0,0,2,apr,240,1,2613,0,2,0,4
337,73,retired,single,secondary,1050,0,0,4,sep,73,2,2613,0,2,0,9
338,73,retired,single,secondary,1050,0,0,4,mar,562,3,181,2,0,1,3
339,73,retired,married,unknown,739,0,0,11,sep,210,1,2613,0,2,1,9
340,73,retired,married,unknown,519,0,0,26,feb,270,3,133,2,1,1,2
341,73,retired,married,unknown,519,0,0,20,aug,91,1,2613,0,2,0,8
342,73,retired,married,unknown,519,0,0,16,oct,434,1,57,1,0,1,10
343,73,retired,married,unknown,3443,0,0,4,sep,770,3,2613,0,2,1,9
344,73,retired,married,tertiary,459,0,0,17,feb,281,1,2613,0,2,1,2
345,73,retired,married,tertiary,448,0,0,24,mar,136,1,2613,0,2,1,3
346,73,retired,married,tertiary,448,0,0,22,jun,68,1,90,1,1,0,6
347,73,retired,married,tertiary,443,0,0,5,feb,133,2,2613,0,2,0,2
348,73,retired,married,tertiary,2575,0,0,17,aug,152,1,2613,0,2,0,8
349,73,retired,married,tertiary,1843,0,0,11,sep,106,2,2613,0,2,1,9
350,73,retired,married,tertiary,1641,1,0,27,feb,49,2,2613,0,2,1,2
351,73,retired,married,secondary,2850,0,0,8,oct,512,1,144,7,0,0,10
